SpringName,Longitude,Latitude,Elevation_ft,Date,ppt_in
Artemis,-114.8381,45.0808,6280,2020-06,3.66
Artemis,-114.8381,45.0808,6280,2020-07,0.86
Artemis,-114.8381,45.0808,6280,2020-08,0.36
Artemis,-114.8381,45.0808,6280,2020-09,0.71
Artemis,-114.8381,45.0808,6280,2020-10,2.16
Artemis,-114.8381,45.0808,6280,2020-11,1.45
Artemis,-114.8381,45.0808,6280,2020-12,1.96
Artemis,-114.8381,45.0808,6280,2021-01,0.97
Artemis,-114.8381,45.0808,6280,2021-02,2.09
Artemis,-114.8381,45.0808,6280,2021-03,0.99
Artemis,-114.8381,45.0808,6280,2021-04,0.71
Artemis,-114.8381,45.0808,6280,2021-05,1.65
Artemis,-114.8381,45.0808,6280,2021-06,0.47
Artemis,-114.8381,45.0808,6280,2021-07,0.9
Artemis,-114.8381,45.0808,6280,2021-08,1.32
Artemis,-114.8381,45.0808,6280,2021-09,0.53
Artemis,-114.8381,45.0808,6280,2021-10,2.2
Artemis,-114.8381,45.0808,6280,2021-11,1.41
Artemis,-114.8381,45.0808,6280,2021-12,2.64
Artemis,-114.8381,45.0808,6280,2022-01,2.15
Artemis,-114.8381,45.0808,6280,2022-02,0.96
Artemis,-114.8381,45.0808,6280,2022-03,1.56
Artemis,-114.8381,45.0808,6280,2022-04,2.83
Artemis,-114.8381,45.0808,6280,2022-05,4.19
Artemis,-114.8381,45.0808,6280,2022-06,1.85
Artemis,-114.8381,45.0808,6280,2022-07,0.3
Artemis,-114.8381,45.0808,6280,2022-08,0.42
Artemis,-114.8381,45.0808,6280,2022-09,0.92
Artemis,-114.8381,45.0808,6280,2022-10,1.15
Artemis,-114.8381,45.0808,6280,2022-11,2.13
Artemis,-114.8381,45.0808,6280,2022-12,2.17
Artemis,-114.8381,45.0808,6280,2023-01,0.81
Artemis,-114.8381,45.0808,6280,2023-02,0.59
Artemis,-114.8381,45.0808,6280,2023-03,2.84
Artemis,-114.8381,45.0808,6280,2023-04,2.1
Artemis,-114.8381,45.0808,6280,2023-05,2.11
Artemis,-114.8381,45.0808,6280,2023-06,3.94
Artemis,-114.8381,45.0808,6280,2023-07,0.26
Artemis,-114.8381,45.0808,6280,2023-08,2.56
Artemis,-114.8381,45.0808,6280,2023-09,1.49
Artemis,-114.8381,45.0808,6280,2023-10,1.33
Artemis,-114.8381,45.0808,6280,2023-11,1.78
Artemis,-114.8381,45.0808,6280,2023-12,1.32
Artemis,-114.8381,45.0808,6280,2024-01,1.25
Artemis,-114.8381,45.0808,6280,2024-02,1.75
Artemis,-114.8381,45.0808,6280,2024-03,1.77
Artemis,-114.8381,45.0808,6280,2024-04,2.46
Artemis,-114.8381,45.0808,6280,2024-05,2.16
Artemis,-114.8381,45.0808,6280,2024-06,1.5
Artemis,-114.8381,45.0808,6280,2024-07,0.91
Artemis,-114.8381,45.0808,6280,2024-08,0.45
Artemis,-114.8381,45.0808,6280,2024-09,1.54
Artemis,-114.8381,45.0808,6280,2024-10,1.18
,,,,,
Aspens,-114.8489,45.0668,6089,2016-01,1.97
Aspens,-114.8489,45.0668,6089,2016-02,1.71
Aspens,-114.8489,45.0668,6089,2016-03,3.55
Aspens,-114.8489,45.0668,6089,2016-04,1.96
Aspens,-114.8489,45.0668,6089,2016-05,2.68
Aspens,-114.8489,45.0668,6089,2016-06,1.12
Aspens,-114.8489,45.0668,6089,2016-07,0.99
Aspens,-114.8489,45.0668,6089,2016-08,0.17
Aspens,-114.8489,45.0668,6089,2016-09,1.44
Aspens,-114.8489,45.0668,6089,2016-10,4.32
Aspens,-114.8489,45.0668,6089,2016-11,1.77
Aspens,-114.8489,45.0668,6089,2016-12,4.08
Aspens,-114.8489,45.0668,6089,2017-01,2.37
Aspens,-114.8489,45.0668,6089,2017-02,4.74
Aspens,-114.8489,45.0668,6089,2017-03,5.34
Aspens,-114.8489,45.0668,6089,2017-04,3.86
Aspens,-114.8489,45.0668,6089,2017-05,2.16
Aspens,-114.8489,45.0668,6089,2017-06,3.03
Aspens,-114.8489,45.0668,6089,2017-07,0.77
Aspens,-114.8489,45.0668,6089,2017-08,0.32
Aspens,-114.8489,45.0668,6089,2017-09,3.67
Aspens,-114.8489,45.0668,6089,2017-10,2.58
Aspens,-114.8489,45.0668,6089,2017-11,4.42
Aspens,-114.8489,45.0668,6089,2017-12,3.44
Aspens,-114.8489,45.0668,6089,2018-01,2.67
Aspens,-114.8489,45.0668,6089,2018-02,3.46
Aspens,-114.8489,45.0668,6089,2018-03,2.91
Aspens,-114.8489,45.0668,6089,2018-04,3.49
Aspens,-114.8489,45.0668,6089,2018-05,2.89
Aspens,-114.8489,45.0668,6089,2018-06,3.04
Aspens,-114.8489,45.0668,6089,2018-07,0
Aspens,-114.8489,45.0668,6089,2018-08,0.97
Aspens,-114.8489,45.0668,6089,2018-09,0.15
Aspens,-114.8489,45.0668,6089,2018-10,2.28
Aspens,-114.8489,45.0668,6089,2018-11,2.51
Aspens,-114.8489,45.0668,6089,2018-12,1.99
Aspens,-114.8489,45.0668,6089,2019-01,1.76
Aspens,-114.8489,45.0668,6089,2019-02,3.3
Aspens,-114.8489,45.0668,6089,2019-03,1.72
Aspens,-114.8489,45.0668,6089,2019-04,3.9
Aspens,-114.8489,45.0668,6089,2019-05,2.19
Aspens,-114.8489,45.0668,6089,2019-06,1.95
Aspens,-114.8489,45.0668,6089,2019-07,1.33
Aspens,-114.8489,45.0668,6089,2019-08,1.23
Aspens,-114.8489,45.0668,6089,2019-09,2.44
Aspens,-114.8489,45.0668,6089,2019-10,2.52
Aspens,-114.8489,45.0668,6089,2019-11,1.03
Aspens,-114.8489,45.0668,6089,2019-12,1.56
Aspens,-114.8489,45.0668,6089,2020-01,3.78
Aspens,-114.8489,45.0668,6089,2020-02,3.41
Aspens,-114.8489,45.0668,6089,2020-03,2.09
Aspens,-114.8489,45.0668,6089,2020-04,2.47
Aspens,-114.8489,45.0668,6089,2020-05,2.97
Aspens,-114.8489,45.0668,6089,2020-06,4.19
Aspens,-114.8489,45.0668,6089,2020-07,1.13
Aspens,-114.8489,45.0668,6089,2020-08,0.4
Aspens,-114.8489,45.0668,6089,2020-09,0.88
Aspens,-114.8489,45.0668,6089,2020-10,2.39
Aspens,-114.8489,45.0668,6089,2020-11,2.32
Aspens,-114.8489,45.0668,6089,2020-12,2.41
Aspens,-114.8489,45.0668,6089,2021-01,1.68
Aspens,-114.8489,45.0668,6089,2021-02,3.39
Aspens,-114.8489,45.0668,6089,2021-03,1.32
Aspens,-114.8489,45.0668,6089,2021-04,0.9
Aspens,-114.8489,45.0668,6089,2021-05,1.58
Aspens,-114.8489,45.0668,6089,2021-06,0.75
Aspens,-114.8489,45.0668,6089,2021-07,1.11
Aspens,-114.8489,45.0668,6089,2021-08,1.51
Aspens,-114.8489,45.0668,6089,2021-09,0.77
Aspens,-114.8489,45.0668,6089,2021-10,2.63
Aspens,-114.8489,45.0668,6089,2021-11,2.12
Aspens,-114.8489,45.0668,6089,2021-12,3.77
Aspens,-114.8489,45.0668,6089,2022-01,2.65
Aspens,-114.8489,45.0668,6089,2022-02,1.07
Aspens,-114.8489,45.0668,6089,2022-03,2.16
Aspens,-114.8489,45.0668,6089,2022-04,3.77
Aspens,-114.8489,45.0668,6089,2022-05,5.27
Aspens,-114.8489,45.0668,6089,2022-06,2.3
Aspens,-114.8489,45.0668,6089,2022-07,0.3
Aspens,-114.8489,45.0668,6089,2022-08,0.74
Aspens,-114.8489,45.0668,6089,2022-09,1.05
Aspens,-114.8489,45.0668,6089,2022-10,1.39
Aspens,-114.8489,45.0668,6089,2022-11,2.9
Aspens,-114.8489,45.0668,6089,2022-12,3.11
Aspens,-114.8489,45.0668,6089,2023-01,1.34
Aspens,-114.8489,45.0668,6089,2023-02,1.04
Aspens,-114.8489,45.0668,6089,2023-03,3.88
Aspens,-114.8489,45.0668,6089,2023-04,3
Aspens,-114.8489,45.0668,6089,2023-05,2.58
Aspens,-114.8489,45.0668,6089,2023-06,4.89
Aspens,-114.8489,45.0668,6089,2023-07,0.31
Aspens,-114.8489,45.0668,6089,2023-08,2.8
Aspens,-114.8489,45.0668,6089,2023-09,1.49
Aspens,-114.8489,45.0668,6089,2023-10,1.69
Aspens,-114.8489,45.0668,6089,2023-11,2.2
Aspens,-114.8489,45.0668,6089,2023-12,1.78
Aspens,-114.8489,45.0668,6089,2024-01,1.9
Aspens,-114.8489,45.0668,6089,2024-02,2.28
Aspens,-114.8489,45.0668,6089,2024-03,2.79
Aspens,-114.8489,45.0668,6089,2024-04,2.62
Aspens,-114.8489,45.0668,6089,2024-05,3.17
Aspens,-114.8489,45.0668,6089,2024-06,2.25
Aspens,-114.8489,45.0668,6089,2024-07,1.03
Aspens,-114.8489,45.0668,6089,2024-08,0.51
Aspens,-114.8489,45.0668,6089,2024-09,1.58
Aspens,-114.8489,45.0668,6089,2024-10,1.35
,,,,,
Big Joe,-114.9247,45.1037,6014,2016-01,1.26
Big Joe,-114.9247,45.1037,6014,2016-02,1.55
Big Joe,-114.9247,45.1037,6014,2016-03,2.55
Big Joe,-114.9247,45.1037,6014,2016-04,1.55
Big Joe,-114.9247,45.1037,6014,2016-05,2.11
Big Joe,-114.9247,45.1037,6014,2016-06,0.74
Big Joe,-114.9247,45.1037,6014,2016-07,0.87
Big Joe,-114.9247,45.1037,6014,2016-08,0.17
Big Joe,-114.9247,45.1037,6014,2016-09,1.12
Big Joe,-114.9247,45.1037,6014,2016-10,3.29
Big Joe,-114.9247,45.1037,6014,2016-11,1.21
Big Joe,-114.9247,45.1037,6014,2016-12,3.39
Big Joe,-114.9247,45.1037,6014,2017-01,1.65
Big Joe,-114.9247,45.1037,6014,2017-02,3.07
Big Joe,-114.9247,45.1037,6014,2017-03,3.87
Big Joe,-114.9247,45.1037,6014,2017-04,2.63
Big Joe,-114.9247,45.1037,6014,2017-05,1.92
Big Joe,-114.9247,45.1037,6014,2017-06,2.6
Big Joe,-114.9247,45.1037,6014,2017-07,0.63
Big Joe,-114.9247,45.1037,6014,2017-08,0.24
Big Joe,-114.9247,45.1037,6014,2017-09,2.39
Big Joe,-114.9247,45.1037,6014,2017-10,1.98
Big Joe,-114.9247,45.1037,6014,2017-11,3.34
Big Joe,-114.9247,45.1037,6014,2017-12,3.65
Big Joe,-114.9247,45.1037,6014,2018-01,1.92
Big Joe,-114.9247,45.1037,6014,2018-02,3.04
Big Joe,-114.9247,45.1037,6014,2018-03,2.34
Big Joe,-114.9247,45.1037,6014,2018-04,2.48
Big Joe,-114.9247,45.1037,6014,2018-05,2.1
Big Joe,-114.9247,45.1037,6014,2018-06,2.49
Big Joe,-114.9247,45.1037,6014,2018-07,0
Big Joe,-114.9247,45.1037,6014,2018-08,0.6
Big Joe,-114.9247,45.1037,6014,2018-09,0.12
Big Joe,-114.9247,45.1037,6014,2018-10,1.89
Big Joe,-114.9247,45.1037,6014,2018-11,1.22
Big Joe,-114.9247,45.1037,6014,2018-12,1.27
Big Joe,-114.9247,45.1037,6014,2019-01,1.04
Big Joe,-114.9247,45.1037,6014,2019-02,2.23
Big Joe,-114.9247,45.1037,6014,2019-03,1.23
Big Joe,-114.9247,45.1037,6014,2019-04,2.64
Big Joe,-114.9247,45.1037,6014,2019-05,1.95
Big Joe,-114.9247,45.1037,6014,2019-06,1.2
Big Joe,-114.9247,45.1037,6014,2019-07,0.92
Big Joe,-114.9247,45.1037,6014,2019-08,0.65
Big Joe,-114.9247,45.1037,6014,2019-09,1.97
Big Joe,-114.9247,45.1037,6014,2019-10,1.97
Big Joe,-114.9247,45.1037,6014,2019-11,0.88
Big Joe,-114.9247,45.1037,6014,2019-12,1.07
Big Joe,-114.9247,45.1037,6014,2020-01,2.67
Big Joe,-114.9247,45.1037,6014,2020-02,3.24
Big Joe,-114.9247,45.1037,6014,2020-03,1.54
Big Joe,-114.9247,45.1037,6014,2020-04,1.71
Big Joe,-114.9247,45.1037,6014,2020-05,2.76
Big Joe,-114.9247,45.1037,6014,2020-06,3.63
Big Joe,-114.9247,45.1037,6014,2020-07,0.93
Big Joe,-114.9247,45.1037,6014,2020-08,0.33
Big Joe,-114.9247,45.1037,6014,2020-09,0.7
Big Joe,-114.9247,45.1037,6014,2020-10,1.68
Big Joe,-114.9247,45.1037,6014,2020-11,1.4
Big Joe,-114.9247,45.1037,6014,2020-12,1.92
Big Joe,-114.9247,45.1037,6014,2021-01,0.9
Big Joe,-114.9247,45.1037,6014,2021-02,2.3
Big Joe,-114.9247,45.1037,6014,2021-03,1
Big Joe,-114.9247,45.1037,6014,2021-04,0.66
Big Joe,-114.9247,45.1037,6014,2021-05,1.67
Big Joe,-114.9247,45.1037,6014,2021-06,0.38
Big Joe,-114.9247,45.1037,6014,2021-07,0.84
Big Joe,-114.9247,45.1037,6014,2021-08,1.13
Big Joe,-114.9247,45.1037,6014,2021-09,0.48
Big Joe,-114.9247,45.1037,6014,2021-10,1.89
Big Joe,-114.9247,45.1037,6014,2021-11,1.12
Big Joe,-114.9247,45.1037,6014,2021-12,2.63
Big Joe,-114.9247,45.1037,6014,2022-01,2.19
Big Joe,-114.9247,45.1037,6014,2022-02,0.86
Big Joe,-114.9247,45.1037,6014,2022-03,1.48
Big Joe,-114.9247,45.1037,6014,2022-04,2.55
Big Joe,-114.9247,45.1037,6014,2022-05,3.99
Big Joe,-114.9247,45.1037,6014,2022-06,1.72
Big Joe,-114.9247,45.1037,6014,2022-07,0.28
Big Joe,-114.9247,45.1037,6014,2022-08,0.57
Big Joe,-114.9247,45.1037,6014,2022-09,0.87
Big Joe,-114.9247,45.1037,6014,2022-10,1.08
Big Joe,-114.9247,45.1037,6014,2022-11,1.86
Big Joe,-114.9247,45.1037,6014,2022-12,2.17
Big Joe,-114.9247,45.1037,6014,2023-01,0.83
Big Joe,-114.9247,45.1037,6014,2023-02,0.66
Big Joe,-114.9247,45.1037,6014,2023-03,2.87
Big Joe,-114.9247,45.1037,6014,2023-04,1.83
Big Joe,-114.9247,45.1037,6014,2023-05,1.87
Big Joe,-114.9247,45.1037,6014,2023-06,3.52
Big Joe,-114.9247,45.1037,6014,2023-07,0.23
Big Joe,-114.9247,45.1037,6014,2023-08,2.55
Big Joe,-114.9247,45.1037,6014,2023-09,1.45
Big Joe,-114.9247,45.1037,6014,2023-10,1.42
Big Joe,-114.9247,45.1037,6014,2023-11,1.57
Big Joe,-114.9247,45.1037,6014,2023-12,1.34
Big Joe,-114.9247,45.1037,6014,2024-01,1.45
Big Joe,-114.9247,45.1037,6014,2024-02,2.04
Big Joe,-114.9247,45.1037,6014,2024-03,2.12
Big Joe,-114.9247,45.1037,6014,2024-04,2.35
Big Joe,-114.9247,45.1037,6014,2024-05,1.86
Big Joe,-114.9247,45.1037,6014,2024-06,1.35
Big Joe,-114.9247,45.1037,6014,2024-07,0.82
Big Joe,-114.9247,45.1037,6014,2024-08,0.35
Big Joe,-114.9247,45.1037,6014,2024-09,1.45
Big Joe,-114.9247,45.1037,6014,2024-10,1.16
,,,,,
Big Slump,-114.872,45.1572,7119,2016-01,2.65
Big Slump,-114.872,45.1572,7119,2016-02,2.77
Big Slump,-114.872,45.1572,7119,2016-03,4.35
Big Slump,-114.872,45.1572,7119,2016-04,2.26
Big Slump,-114.872,45.1572,7119,2016-05,2.99
Big Slump,-114.872,45.1572,7119,2016-06,1.5
Big Slump,-114.872,45.1572,7119,2016-07,1.84
Big Slump,-114.872,45.1572,7119,2016-08,0.35
Big Slump,-114.872,45.1572,7119,2016-09,1.4
Big Slump,-114.872,45.1572,7119,2016-10,3.9
Big Slump,-114.872,45.1572,7119,2016-11,1.75
Big Slump,-114.872,45.1572,7119,2016-12,5.06
Big Slump,-114.872,45.1572,7119,2017-01,2.73
Big Slump,-114.872,45.1572,7119,2017-02,6.12
Big Slump,-114.872,45.1572,7119,2017-03,7.36
Big Slump,-114.872,45.1572,7119,2017-04,4.21
Big Slump,-114.872,45.1572,7119,2017-05,2.28
Big Slump,-114.872,45.1572,7119,2017-06,3.5
Big Slump,-114.872,45.1572,7119,2017-07,0.67
Big Slump,-114.872,45.1572,7119,2017-08,0.28
Big Slump,-114.872,45.1572,7119,2017-09,3.56
Big Slump,-114.872,45.1572,7119,2017-10,2.72
Big Slump,-114.872,45.1572,7119,2017-11,4.56
Big Slump,-114.872,45.1572,7119,2017-12,4.27
Big Slump,-114.872,45.1572,7119,2018-01,3.42
Big Slump,-114.872,45.1572,7119,2018-02,4.58
Big Slump,-114.872,45.1572,7119,2018-03,4.07
Big Slump,-114.872,45.1572,7119,2018-04,4
Big Slump,-114.872,45.1572,7119,2018-05,3.28
Big Slump,-114.872,45.1572,7119,2018-06,3.75
Big Slump,-114.872,45.1572,7119,2018-07,0.03
Big Slump,-114.872,45.1572,7119,2018-08,1.33
Big Slump,-114.872,45.1572,7119,2018-09,0.17
Big Slump,-114.872,45.1572,7119,2018-10,2.41
Big Slump,-114.872,45.1572,7119,2018-11,2.96
Big Slump,-114.872,45.1572,7119,2018-12,2.86
Big Slump,-114.872,45.1572,7119,2019-01,2.49
Big Slump,-114.872,45.1572,7119,2019-02,5.6
Big Slump,-114.872,45.1572,7119,2019-03,2.11
Big Slump,-114.872,45.1572,7119,2019-04,4.61
Big Slump,-114.872,45.1572,7119,2019-05,2.47
Big Slump,-114.872,45.1572,7119,2019-06,2.45
Big Slump,-114.872,45.1572,7119,2019-07,1.62
Big Slump,-114.872,45.1572,7119,2019-08,1.73
Big Slump,-114.872,45.1572,7119,2019-09,2.54
Big Slump,-114.872,45.1572,7119,2019-10,3.04
Big Slump,-114.872,45.1572,7119,2019-11,1.25
Big Slump,-114.872,45.1572,7119,2019-12,2.01
Big Slump,-114.872,45.1572,7119,2020-01,5.2
Big Slump,-114.872,45.1572,7119,2020-02,4.12
Big Slump,-114.872,45.1572,7119,2020-03,2.74
Big Slump,-114.872,45.1572,7119,2020-04,2.67
Big Slump,-114.872,45.1572,7119,2020-05,4.01
Big Slump,-114.872,45.1572,7119,2020-06,4.38
Big Slump,-114.872,45.1572,7119,2020-07,1.4
Big Slump,-114.872,45.1572,7119,2020-08,0.4
Big Slump,-114.872,45.1572,7119,2020-09,1.1
Big Slump,-114.872,45.1572,7119,2020-10,3.19
Big Slump,-114.872,45.1572,7119,2020-11,2.68
Big Slump,-114.872,45.1572,7119,2020-12,3.1
Big Slump,-114.872,45.1572,7119,2021-01,2.61
Big Slump,-114.872,45.1572,7119,2021-02,5.36
Big Slump,-114.872,45.1572,7119,2021-03,1.74
Big Slump,-114.872,45.1572,7119,2021-04,1.19
Big Slump,-114.872,45.1572,7119,2021-05,2.07
Big Slump,-114.872,45.1572,7119,2021-06,0.98
Big Slump,-114.872,45.1572,7119,2021-07,0.57
Big Slump,-114.872,45.1572,7119,2021-08,1.62
Big Slump,-114.872,45.1572,7119,2021-09,0.92
Big Slump,-114.872,45.1572,7119,2021-10,2.74
Big Slump,-114.872,45.1572,7119,2021-11,2.45
Big Slump,-114.872,45.1572,7119,2021-12,5.31
Big Slump,-114.872,45.1572,7119,2022-01,3.55
Big Slump,-114.872,45.1572,7119,2022-02,1.54
Big Slump,-114.872,45.1572,7119,2022-03,3.23
Big Slump,-114.872,45.1572,7119,2022-04,4.21
Big Slump,-114.872,45.1572,7119,2022-05,5.8
Big Slump,-114.872,45.1572,7119,2022-06,3.37
Big Slump,-114.872,45.1572,7119,2022-07,0.33
Big Slump,-114.872,45.1572,7119,2022-08,0.94
Big Slump,-114.872,45.1572,7119,2022-09,1.15
Big Slump,-114.872,45.1572,7119,2022-10,1.47
Big Slump,-114.872,45.1572,7119,2022-11,3.35
Big Slump,-114.872,45.1572,7119,2022-12,3.85
Big Slump,-114.872,45.1572,7119,2023-01,1.92
Big Slump,-114.872,45.1572,7119,2023-02,2.01
Big Slump,-114.872,45.1572,7119,2023-03,5.07
Big Slump,-114.872,45.1572,7119,2023-04,3.35
Big Slump,-114.872,45.1572,7119,2023-05,2.67
Big Slump,-114.872,45.1572,7119,2023-06,5.64
Big Slump,-114.872,45.1572,7119,2023-07,0.36
Big Slump,-114.872,45.1572,7119,2023-08,2.65
Big Slump,-114.872,45.1572,7119,2023-09,1.53
Big Slump,-114.872,45.1572,7119,2023-10,1.84
Big Slump,-114.872,45.1572,7119,2023-11,2.48
Big Slump,-114.872,45.1572,7119,2023-12,2.73
Big Slump,-114.872,45.1572,7119,2024-01,2.75
Big Slump,-114.872,45.1572,7119,2024-02,3.46
Big Slump,-114.872,45.1572,7119,2024-03,3.98
Big Slump,-114.872,45.1572,7119,2024-04,2.69
Big Slump,-114.872,45.1572,7119,2024-05,3.56
Big Slump,-114.872,45.1572,7119,2024-06,2.68
Big Slump,-114.872,45.1572,7119,2024-07,0.73
Big Slump,-114.872,45.1572,7119,2024-08,0.86
Big Slump,-114.872,45.1572,7119,2024-09,1.58
Big Slump,-114.872,45.1572,7119,2024-10,1.42
,,,,,
Black Cliffs,-114.8495,45.1219,5909,2016-01,1.49
Black Cliffs,-114.8495,45.1219,5909,2016-02,1.79
Black Cliffs,-114.8495,45.1219,5909,2016-03,2.58
Black Cliffs,-114.8495,45.1219,5909,2016-04,1.69
Black Cliffs,-114.8495,45.1219,5909,2016-05,2.34
Black Cliffs,-114.8495,45.1219,5909,2016-06,0.81
Black Cliffs,-114.8495,45.1219,5909,2016-07,0.9
Black Cliffs,-114.8495,45.1219,5909,2016-08,0.14
Black Cliffs,-114.8495,45.1219,5909,2016-09,1.28
Black Cliffs,-114.8495,45.1219,5909,2016-10,3.24
Black Cliffs,-114.8495,45.1219,5909,2016-11,1.17
Black Cliffs,-114.8495,45.1219,5909,2016-12,3.63
Black Cliffs,-114.8495,45.1219,5909,2017-01,1.86
Black Cliffs,-114.8495,45.1219,5909,2017-02,3.53
Black Cliffs,-114.8495,45.1219,5909,2017-03,3.68
Black Cliffs,-114.8495,45.1219,5909,2017-04,2.91
Black Cliffs,-114.8495,45.1219,5909,2017-05,1.98
Black Cliffs,-114.8495,45.1219,5909,2017-06,2.68
Black Cliffs,-114.8495,45.1219,5909,2017-07,0.63
Black Cliffs,-114.8495,45.1219,5909,2017-08,0.21
Black Cliffs,-114.8495,45.1219,5909,2017-09,2.44
Black Cliffs,-114.8495,45.1219,5909,2017-10,2.1
Black Cliffs,-114.8495,45.1219,5909,2017-11,3.28
Black Cliffs,-114.8495,45.1219,5909,2017-12,3.52
Black Cliffs,-114.8495,45.1219,5909,2018-01,2.03
Black Cliffs,-114.8495,45.1219,5909,2018-02,3.13
Black Cliffs,-114.8495,45.1219,5909,2018-03,2.45
Black Cliffs,-114.8495,45.1219,5909,2018-04,2.78
Black Cliffs,-114.8495,45.1219,5909,2018-05,2.4
Black Cliffs,-114.8495,45.1219,5909,2018-06,2.9
Black Cliffs,-114.8495,45.1219,5909,2018-07,0.03
Black Cliffs,-114.8495,45.1219,5909,2018-08,0.86
Black Cliffs,-114.8495,45.1219,5909,2018-09,0.14
Black Cliffs,-114.8495,45.1219,5909,2018-10,2.03
Black Cliffs,-114.8495,45.1219,5909,2018-11,1.56
Black Cliffs,-114.8495,45.1219,5909,2018-12,1.52
Black Cliffs,-114.8495,45.1219,5909,2019-01,0.94
Black Cliffs,-114.8495,45.1219,5909,2019-02,1.64
Black Cliffs,-114.8495,45.1219,5909,2019-03,1.27
Black Cliffs,-114.8495,45.1219,5909,2019-04,3.23
Black Cliffs,-114.8495,45.1219,5909,2019-05,2.08
Black Cliffs,-114.8495,45.1219,5909,2019-06,1.46
Black Cliffs,-114.8495,45.1219,5909,2019-07,0.98
Black Cliffs,-114.8495,45.1219,5909,2019-08,0.83
Black Cliffs,-114.8495,45.1219,5909,2019-09,2.09
Black Cliffs,-114.8495,45.1219,5909,2019-10,2.34
Black Cliffs,-114.8495,45.1219,5909,2019-11,0.77
Black Cliffs,-114.8495,45.1219,5909,2019-12,1.11
Black Cliffs,-114.8495,45.1219,5909,2020-01,2.88
Black Cliffs,-114.8495,45.1219,5909,2020-02,3.45
Black Cliffs,-114.8495,45.1219,5909,2020-03,1.55
Black Cliffs,-114.8495,45.1219,5909,2020-04,1.85
Black Cliffs,-114.8495,45.1219,5909,2020-05,3.05
Black Cliffs,-114.8495,45.1219,5909,2020-06,3.68
Black Cliffs,-114.8495,45.1219,5909,2020-07,0.76
Black Cliffs,-114.8495,45.1219,5909,2020-08,0.35
Black Cliffs,-114.8495,45.1219,5909,2020-09,0.7
Black Cliffs,-114.8495,45.1219,5909,2020-10,2.31
Black Cliffs,-114.8495,45.1219,5909,2020-11,1.7
Black Cliffs,-114.8495,45.1219,5909,2020-12,2.05
Black Cliffs,-114.8495,45.1219,5909,2021-01,1.29
Black Cliffs,-114.8495,45.1219,5909,2021-02,2.46
